"sampleid","date","site","plot","vegplot_area_cm2","LAI","chlorophyll","brown","junc_live_cover","spal_live_cover","dead_cover","bare_cover","avg_thatch_ht_cm","water_depth_cm","spal_tot_live_stem_ht_cm","spal_live_stem_count","junc_tot_live_stem_ht_cm","junc_live_stem_count","notes","zone","survey","stemsm2","species","live_stem_count","dead_stem_count","live__stem_cm","live_stem_g","dead_stem_g","TotalBG_0_10_g","Rhizomes_0_10_g","TotalBG_10_30_g","Rhizomes_10_30_g","area","bg.total","ag.total","rhiz.total","rhiz.shoot","rhiz.green.shoot","rhizm2.core","rootgreenshoot","rootshoot","bgm2.core","agm2.core","percentN","percentC","CN_ratio","agm2.allom","agm2.allom.new","bgm2.areascaled","agm2.core.areascaled","rhizm2.areascaled","bgm2.core.stemscaled","agm2.core.stemscaled","bgm2.allometric.rootshoot","bgm2.allometric.rootgreenshoot","bgm2.allo.new.rootshoot","bgm2.allo.new.rootgreenshoot","rhizm2.allometric.rootshoot","rhizm2.allometric.rootgreenshoot","rhizm2.allo.new.rootshoot","rhizm2.allo.new.rootgreenshoot","rhizm2.core.stemscaled","AGCg","wholeplantCg"
"70s5",2019-01-31,"fluxa","s5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.746636585939,402.584267344339,1662.14681441512,84.423024215016,1363.92522238286,2001.12,101.64,5178.37859451281,NA,8995.74545380926,NA,4070.74002717325,NA,7071.58436269729,NA,1642.08,NA,NA
"70s6",2019-01-31,"fluxa","s6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.872157398633,280.173394000214,1662.14681441512,84.423024215016,1363.92522238286,1455.36,73.92,3505.30835707245,NA,6260.47448893478,NA,2755.53414573432,NA,4921.37908151566,NA,1194.24,NA,NA
"70t1",2019-01-31,"fluxa","t1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.727488311076,531.766313040771,2619.30655648926,2678.51231373096,612.889227742779,621.14,635.18,436.390201570856,NA,497.201502693121,NA,129.653182978979,NA,147.7204510414,NA,145.34,NA,NA
"70t2",2019-01-31,"fluxa","t2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.419796629296,555.604233660992,2619.30655648926,2678.51231373096,612.889227742779,573.36,586.32,460.412509848392,NA,519.489958473028,NA,136.790301822329,NA,154.342435735715,NA,134.16,NA,NA
"70t3",2019-01-31,"fluxa","t3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,808.815525010294,888.652142185892,2619.30655648926,2678.51231373096,612.889227742779,836.15,855.05,756.242515884625,NA,830.889752943809,NA,224.682517928974,NA,246.86049500195,NA,195.65,NA,NA
"70t4",2019-01-31,"fluxa","t4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518.793363537493,570.972284089788,2619.30655648926,2678.51231373096,612.889227742779,573.36,586.32,485.071794907556,NA,533.859085623952,NA,144.116668881896,NA,158.611557876957,NA,134.16,NA,NA
"70t5",2019-01-31,"fluxa","t5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.347759711071,301.593084753187,2619.30655648926,2678.51231373096,612.889227742779,430.02,439.74,235.010155329851,NA,281.98953424423,NA,69.8224079303764,NA,83.780159476353,NA,100.62,NA,NA
"70t6",2019-01-31,"fluxa","t6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.267982469466,612.081055953696,2619.30655648926,2678.51231373096,612.889227742779,740.59,757.33,492.060563608951,NA,572.295787316706,NA,146.193058553291,NA,170.031247640247,NA,173.29,NA,NA
"70t7",2019-01-31,"fluxa","t7",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837.879053732388,894.186077382453,2619.30655648926,2678.51231373096,612.889227742779,812.26,830.62,783.416915239783,NA,836.063982352594,NA,232.756134979164,NA,248.397778171686,NA,190.06,NA,NA
"70t8",2019-01-31,"fluxa","t8",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668.89660274313,745.885127883409,2619.30655648926,2678.51231373096,612.889227742779,740.59,757.33,625.418323564827,NA,697.402594570988,NA,185.814154515086,NA,207.200954280009,NA,173.29,NA,NA
"71m1",2019-02-26,"fluxa","m1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.9561893894774,144.06149678172,850.80865962146,395.80145118988,497.76692199503,372.48,173.28,185.665369081271,NA,311.172833048515,NA,108.286055112785,NA,181.486072043642,NA,217.92,NA,NA
"71m2",2019-02-26,"fluxa","m2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.5850221147014,172.725728210357,850.80865962146,395.80145118988,497.76692199503,465.6,216.6,208.623647767755,NA,373.087572934371,NA,121.676066634271,NA,217.596753150999,NA,272.4,NA,NA
"71m3",2019-02-26,"fluxa","m3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4226626217796,175.739562726712,850.80865962146,395.80145118988,497.76692199503,651.84,303.24,175.872951263044,NA,379.597455489698,NA,102.574799961654,NA,221.393527447962,NA,381.36,NA,NA
"71m4",2019-02-26,"fluxa","m4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.726442777567,220.936164965699,850.80865962146,395.80145118988,497.76692199503,682.88,317.68,254.289116399545,NA,477.22211632591,NA,148.309646593109,NA,278.331390744641,NA,399.52,NA,NA
"71m5",2019-02-26,"fluxa","m5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.823605800015,187.773671672888,850.80865962146,395.80145118988,497.76692199503,527.68,245.48,235.058988528032,NA,405.591130813438,NA,137.094013344838,NA,236.553880574765,NA,308.72,NA,NA
"71m6",2019-02-26,"fluxa","m6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.6945427839824,153.034525992127,850.80865962146,395.80145118988,497.76692199503,496.64,231.04,167.820212413402,NA,330.554576142994,NA,97.8781819159945,NA,192.790132199265,NA,290.56,NA,NA
"71s1",2019-02-26,"fluxa","s1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.355342893715,340.649723865187,1674.20724644584,190.774106667699,805.856140234244,1588.08,180.96,1894.99184361834,NA,3098.20923855388,NA,915.790420592458,NA,1497.26783849427,NA,764.4,NA,NA
"71s2",2019-02-26,"fluxa","s2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.053273672804,408.629663062598,1674.20724644584,190.774106667699,805.856140234244,1771.32,201.84,2410.65952405415,NA,3716.48678555433,NA,1164.99651799209,NA,1796.06208223585,NA,852.6,NA,NA
"71s3",2019-02-26,"fluxa","s3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.680474753549,412.627128925736,1674.20724644584,190.774106667699,805.856140234244,1649.16,187.92,2443.64891788353,NA,3752.84373757957,NA,1180.93926252254,NA,1813.63226255023,NA,793.8,NA,NA
"71s4",2019-02-26,"fluxa","s4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.053268538703,492.977764879346,1674.20724644584,190.774106667699,805.856140234244,2076.72,236.64,2801.7444773595,NA,4483.63277157765,NA,1353.9956712502,NA,2166.79979678699,NA,999.6,NA,NA
"71s5",2019-02-26,"fluxa","s5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.630216366317,374.911236111858,1674.20724644584,190.774106667699,805.856140234244,1465.92,167.04,2252.19681785165,NA,3409.81769243735,NA,1088.41643726503,NA,1647.85847982242,NA,705.6,NA,NA
"71s6",2019-02-26,"fluxa","s6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.099851536793,360.196170582112,1674.20724644584,190.774106667699,805.856140234244,1710.24,194.88,1956.33314972713,NA,3275.98417144431,NA,945.434759543174,NA,1583.18091569868,NA,823.2,NA,NA
"71t1",2019-02-26,"fluxa","t1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.777841755534,568.988568546582,2234.46913441822,462.682028814763,1084.34247985261,366.84,75.96,2571.61864330556,NA,2756.74961460819,NA,1266.58655657299,NA,1357.76819428106,NA,178.02,NA,NA
"71t2",2019-02-26,"fluxa","t2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.55863871817,468.186196132877,2234.46913441822,462.682028814763,1084.34247985261,366.84,75.96,2047.29660458953,NA,2268.36212026379,NA,1008.34482727092,NA,1117.2251276233,NA,178.02,NA,NA
"71t3",2019-02-26,"fluxa","t3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769.544903724612,827.691185942939,2234.46913441822,462.682028814763,1084.34247985261,550.26,113.94,3728.44505854575,NA,4010.16379589354,NA,1836.35252465149,NA,1975.1060549964,NA,267.03,NA,NA
"71t4",2019-02-26,"fluxa","t4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,877.704576063066,928.594796782587,2234.46913441822,462.682028814763,1084.34247985261,591.02,122.38,4252.47867102556,NA,4499.04179041163,NA,2094.45219681212,NA,2215.89070526829,NA,286.81,NA,NA
"71t5",2019-02-26,"fluxa","t5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.206065685337,339.961100776102,2234.46913441822,462.682028814763,1084.34247985261,305.7,63.3,1449.65338824546,NA,1647.11153326021,NA,713.990582554665,NA,811.243661899297,NA,148.35,NA,NA
"71t6",2019-02-26,"fluxa","t6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596.911076619047,708.031654625177,2234.46913441822,462.682028814763,1084.34247985261,794.82,164.58,2892.03416621928,NA,3430.41336665898,NA,1424.39922249695,NA,1689.56445583766,NA,385.71,NA,NA
"71t7",2019-02-26,"fluxa","t7",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587.561323965762,611.976813861942,2234.46913441822,462.682028814763,1084.34247985261,366.84,75.96,2846.73461461412,NA,2965.02766316111,NA,1402.08805935803,NA,1460.35034697042,NA,178.02,NA,NA
"71t8",2019-02-26,"fluxa","t8",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008.80416556996,1098.65136061771,2234.46913441822,462.682028814763,1084.34247985261,794.82,164.58,4887.65618218646,NA,5322.96584219281,NA,2407.29302131313,NA,2621.69392587403,NA,385.71,NA,NA
"72m1",2019-03-27,"fluxa","m1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.064087434478,227.829120927514,1375.98565441357,531.755412263413,710.469086900395,602.4,232.8,505.079765253711,NA,639.060684201677,NA,261.495701712412,NA,330.861843115391,NA,311.04,NA,NA
"72m2",2019-03-27,"fluxa","m2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.427972400388,264.13821416666,1375.98565441357,531.755412263413,710.469086900395,903.6,349.2,475.245462583088,NA,740.907690737481,NA,246.049543603037,NA,383.591246020714,NA,466.56,NA,NA
"72m3",2019-03-27,"fluxa","m3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.115202031183,241.839888985553,1375.98565441357,531.755412263413,710.469086900395,803.2,310.4,457.538141697468,NA,678.360888604476,NA,236.881905897127,NA,351.208796675467,NA,414.72,NA,NA
"72m4",2019-03-27,"fluxa","m4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.030451476611,160.423244011668,1375.98565441357,531.755412263413,710.469086900395,602.4,232.8,291.805416391894,NA,449.987199452729,NA,151.076854335178,NA,232.972545283787,NA,311.04,NA,NA
"72m5",2019-03-27,"fluxa","m5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.5278862850618,137.433202162447,1375.98565441357,531.755412263413,710.469086900395,652.6,252.2,209.050721029598,NA,385.500132065664,NA,108.232142227398,NA,199.585559508806,NA,336.96,NA,NA
"72m6",2019-03-27,"fluxa","m6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.137817274324,194.648276677663,1375.98565441357,531.755412263413,710.469086900395,602.4,232.8,367.841577454479,NA,545.988416080845,NA,190.443169639041,NA,282.675398643601,NA,311.04,NA,NA
"72s1",2019-03-27,"fluxa","s1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.649586235268,424.066503187991,1316.77989717187,126.086334866582,647.974120923045,1249.04,119.6,4974.73164359073,NA,7283.34219225375,NA,2609.954889101,NA,3821.14974747613,NA,614.64,NA,NA
"72s2",2019-03-27,"fluxa","s2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.714312326306,365.971613011855,1316.77989717187,126.086334866582,647.974120923045,768.64,73.6,5164.76831420431,NA,6285.56245347861,NA,2709.65617413723,NA,3297.67224275139,NA,378.24,NA,NA
"72s3",2019-03-27,"fluxa","s3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.779431060168,499.210814598141,1316.77989717187,126.086334866582,647.974120923045,1152.96,110.4,6642.93672845839,NA,8573.94574072307,NA,3485.16592141526,NA,4498.25502320661,NA,567.36,NA,NA
"72s4",2019-03-27,"fluxa","s4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.753046246389,443.38074274771,1316.77989717187,126.086334866582,647.974120923045,1201,115,5423.05856928173,NA,7615.06425669192,NA,2845.16617997141,NA,3995.18519017554,NA,591,NA,NA
"72s5",2019-03-27,"fluxa","s5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.683977620024,502.726514170761,1316.77989717187,126.086334866582,647.974120923045,1249.04,119.6,6486.72231562391,NA,8634.32788088282,NA,3403.2092251077,NA,4529.93405098439,NA,614.64,NA,NA
"72s6",2019-03-27,"fluxa","s6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.906678302472,276.85045464196,1316.77989717187,126.086334866582,647.974120923045,864.72,82.8,3175.77219984496,NA,4754.90655847566,NA,1666.14458296161,NA,2494.62534034387,NA,425.52,NA,NA
"72t1",2019-03-27,"fluxa","t1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933.253152229524,953.170042826261,1548.12091157926,1321.16550881941,871.640314947243,338.88,289.2,1077.9073908251,NA,1100.91139946433,NA,606.365850680585,NA,619.306522009421,NA,190.8,NA,NA
"72t2",2019-03-27,"fluxa","t2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657.535700730799,691.174474660124,1548.12091157926,1321.16550881941,871.640314947243,282.4,241,759.453734344073,NA,798.306518232443,NA,427.222981860797,NA,449.07922067529,NA,159,NA,NA
"72t3",2019-03-27,"fluxa","t3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963.362432880105,998.760339366385,1548.12091157926,1321.16550881941,871.640314947243,381.24,325.35,1112.68360997652,NA,1153.56819196817,NA,625.928859422055,NA,648.928065615559,NA,214.65,NA,NA
"72t4",2019-03-27,"fluxa","t4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.69876231922,1052.56662527022,1548.12091157926,1321.16550881941,871.640314947243,409.48,349.45,1180.0620704787,NA,1215.7144521871,NA,663.83192778183,NA,683.887812867522,NA,230.55,NA,NA
"72t5",2019-03-27,"fluxa","t5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.241377641898,403.369969501625,1548.12091157926,1321.16550881941,871.640314947243,197.68,168.7,431.093791176392,NA,465.892314774377,NA,242.507432117799,NA,262.082987999059,NA,111.3,NA,NA
"72t6",2019-03-27,"fluxa","t6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574.868617060544,645.025242990834,1548.12091157926,1321.16550881941,871.640314947243,381.24,325.35,663.973252704928,NA,745.004155654413,NA,373.511407039704,NA,419.094518183203,NA,214.65,NA,NA
"72t7",2019-03-27,"fluxa","t7",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.567151313425,609.215486508262,1548.12091157926,1321.16550881941,871.640314947243,225.92,192.8,687.880059767006,NA,703.643886917043,NA,386.959938448471,NA,395.827719244089,NA,127.2,NA,NA
"72t8",2019-03-27,"fluxa","t8",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,922.280321997571,957.47321700907,1548.12091157926,1321.16550881941,871.640314947243,367.12,313.3,1065.23377190719,NA,1105.88156564548,NA,599.236435128035,NA,622.102438495481,NA,206.7,NA,NA
"73m1",2019-04-25,"fluxa","m1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.22526422101,231.04244745616,2419.7612265265,1099.69212061898,1427.51659127209,882.8,401.2,450.143960249537,NA,511.759021115394,NA,264.68750337775,NA,300.917549921108,NA,520.8,NA,NA
"73m2",2019-04-25,"fluxa","m2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.660948359016,290.560142014207,2419.7612265265,1099.69212061898,1427.51659127209,1235.92,561.68,526.41900061522,NA,643.590714561468,NA,309.537710838577,NA,378.435421725849,NA,729.12,NA,NA
"73m3",2019-04-25,"fluxa","m3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.101101265444,214.253945664549,2419.7612265265,1099.69212061898,1427.51659127209,971.08,441.32,367.913939302958,NA,474.572489646976,NA,216.33572956969,NA,279.051633585815,NA,572.88,NA,NA
"73m4",2019-04-25,"fluxa","m4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.517195454653,207.810811831066,2419.7612265265,1099.69212061898,1427.51659127209,1324.2,601.8,295.740587932056,NA,460.300948205811,NA,173.897341250142,NA,270.659876710259,NA,781.2,NA,NA
"73m5",2019-04-25,"fluxa","m5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.745735228161,261.41757761847,2419.7612265265,1099.69212061898,1427.51659127209,971.08,441.32,477.876803530377,NA,579.039934424911,NA,280.994591104758,NA,340.479153633393,NA,572.88,NA,NA
